"store","websites","attribute_set","type","category_ids","sku","has_options","manufacturer","color","status","is_recurring","visibility","enable_googlecheckout","tax_class_id","featured","size","age","ebizmarts_mark_visited","description","short_description","meta_keyword","custom_layout_update","faq","material","warnings","miniblog","washcareinstructions","cost","weight","special_price","price","msrp","name","image","small_image","thumbnail","url_key","url_path","page_layout","options_container","image_label","small_image_label","thumbnail_label","country_of_manufacture","msrp_enabled","msrp_display_actual_price_type","dimension","gender","import_tax","hs_code","amazon_avg_rating","amazon_review_count","awards","meta_title","meta_description","custom_design","gr_ean","gift_message_available","special_from_date","special_to_date","news_from_date","news_to_date","custom_design_from","custom_design_to","gr_valid_through","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","low_stock_date","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_auto","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","is_decimal_divided","stock_status_changed_automatically","use_config_enable_qty_increments","product_name","store_id","product_type_id","product_status_changed","product_changed_websites","gallery","sku_type","weight_type","price_type","price_view","shipment_type"
"english","base","Default","simple","4,20,28,42","heighttubfish-BJ","0","Baby's Journey","","Disabled","No","Catalog, Search","Yes","None","No","","2歲以下","No","<li>Converts any chair into a high chair</li>
<li>Ideal for restaurants and on the go</li>
<li>Unique design accommodates wide and tall chairs</li>
<li>Adjustable shoulder straps grow with baby</li>
<li>Easy to clean, machine washable</li>
","Restaurants, grandma’s house, and play dates… don’t go anywhere without your Baby Sitter! The portable pad securely straps baby to chair, quickly converting any chair into a high chair for meals on the go or even at home. Lightweight and easy to clean, this reliable BabySitter is truly a lifesaver.","","","<li><b>Q:</b>&nbsp;1.何時需要裝上底座套?</li>
<li><b>A:</b>&nbsp;底座套設計是為了墊高浴盆高度,以便父母為孩子洗澡時不會過度彎腰,造成不舒服.我們建議孩子不無法自行坐起前裝上底座套,若孩子年齡較大可以自行坐起,就可以移除底座套和浴床捲軸組合架。</li><br>

<li><b>Q:</b>&nbsp;2.要如何清潔沐浴床廉呢?</li>
<li><b>A:</b>&nbsp;我們建議您用溫水和肥皂輕輕沖洗表面,完全展開後晾乾即可,請勿在床廉未乾前就收回捲軸中喔!</li><br>

<li><b>Q:</b>&nbsp;3.請問寶寶可以用這個產品到多大?</li>
<li><b>A:</b>&nbsp;沐浴床簾最大承重量為11公斤,幼兒身長58.42公分。若是您的孩子已經超過這體重和身長標準，或是自己已經會獨立坐起，建議您可以拆掉浴床捲軸組合架，直接使用浴盆就可以了。</li><br>

<li><b>Q:</b>&nbsp;4.為什麼沐浴床無法完全拉伸開來?</li>
<li><b>A:</b>&nbsp;請多測試頂部支撐架兩旁的浴床捲軸。</li><br>

","<p>沐浴床廉：涤棉網布防水塑料塗層</p>
<p>沐浴床身：塑料</p>","<li>ALWAYS check security of fit to adult </li>
chair before each use and any limitations of the product. 
<li>Never leave child unattended.</li>
<li>The child should be secured in the product at all times by the restraining system.</li>
<li>ONLY use with children capable of sitting upright unassisted.</li>
<li>ONLY use as intended. DO NOT use in motor vehicles, or any other transportation devices.</li>
<li>NEVER allow child to stand up while using this product.</li>
<li>ALWAYS secure the product to the adult chair by correctly using the fastening straps, see instructions.</li>
<li>Adult chair must be level, stable and structurally sound with minimum seat surface dimensions of 16 inches and a minimum back rest of 18 inches.</li>
<li>ALWAYS inspect product for signs of wear and tear, discontinue use of product if damaged or broken.</li>
<li>This product is not a substitute for responsible adult supervision. ALWAYS use under adult supervision.</li>
","","沐浴床清潔，只用溫水和肥皂將沐浴床廉部分沖洗，透風晾乾即可。","","0.4000","","100.0000","","Baby Sitter™","/p/e/perfect-height-tub---go-fish-3.jpg","/p/e/perfect-height-tub---go-fish-3.jpg","/p/e/perfect-height-tub---go-fish-3.jpg","heighttubfish-bj","heighttubfish-bj.html","No layout updates","Block after Info Column","","","","China","Use config","Use config","16”L x 12.5”W x 15”H","女 , 男","0%","","","","","","","","","No","","","2013-10-23 00:00:00","2014-02-28 00:00:00","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-10-28 08:14:06","","1","0","1","1","1","0.0000","1","0","0","1","1","Baby Sitter™","1","simple","","","","","","","",""
"english","base","Default","simple","64,66","ns2-kiinde","0","Kiinde","","Disabled","No","Catalog, Search","Yes","None","No","","新生到6個月","No","<p><b>20 Twist Pouches</b><br>
 Kiinde Twist Pouches™ combine the toughness and leak-proof guarantee of a bottle with the cost-effectiveness, compact size, and convenience of a disposable breastmilk storage bag.</p>

	<li>Pouches hold up to 150mL, and have an easy-to-see labeling surface.</li>
	<li>BPA, PVC, and pthalate-free.</li><br>
<br>

<p><b>2 Direct-Pump Adapters</b><br>
 Using the included Direct-Pump™ adapters, Twist Pouches™ twist-lock onto pumps from all major brands, for leak-free, transfer-free pumping, directly into the pouch.</p>
<br>

<p><b>Kiinde Keeper™</b><br>
 After pumping, store and organize Twist Pouches using the Kiinde Keeper™ breastmilk storage bag holder, which fits in all standard fridges and freezers./p&gt; </p>

	<li>Keeper allows you to quickly and easily organize your expressed breastmilk storage bags by date. Its universal design fits Kiinde Twist Pouches™, and breastmilk storage bags from all brands and sizes.</li><br>
<br>

<p><b>Kiinde Squeeze™ natural feeding bottle</b><br>
 Neatly and cleanly holds the breastmilk pouch for baby to drink. Just snap the pouch directly into the Squeeze natural feeding bottle, squeeze the air out of the pouch, and pop the Active-Latch™ nipple on top!</p>

	<li>Twist Pouches™ can completely eliminate gas from your baby’s meal, without complicated venting mechanisms.</li><br>
<br>

<p><b>Active Latch™ nipples</b><br>
 This kit includes two Slow Flow nipples. The nipples are designed to help infants transition from breast feeding to bottle feeding.</p>

<p>All items, except for pouches, are top rack dishwasher safe and steam sterilizer safe. All items are BPA-Free, Pthalate-free, and PVC-Free.</p>","<span style=""color: #c0504d;"">Pre-Order</span>&nbsp;ends 10/14.<br>
 ** Special offer only for pre-orders: Receive a FREE 20-pk Kiinde Pouch!! **<br>
 Delivery for week of 12/9<br>
 Never before sold in Taiwan! Be the first to own a <b>Kiinde Starter Kit</b>, currently in major stores across the USA!<br>
<hr> Pump, store, organize, and feed using the same pouch! The Kiinde Twist™ system completely eliminates the need to transfer precious milk from bottles to bags and back again!&nbsp;<br>
 Note, this kit does <b>not</b> include the Kiinde Warmer (it is included in the ""<b>Gift Set</b>""). Kiinde pouches can be warmed using any method that you normally use to warm your milk, including other Brands of bottle warmers.<br>
 Starter Kit contains:&nbsp;<br>

	<li>x20 <b>Breastmilk Pouches</b>™&nbsp;- our recyclable breastmilk pouches</li>
	<li>x2 <b>Direct-Pump Adapters</b>&nbsp;- connects pouches to Breast Pump machines from ALL major Brands.</li>
	<li>x1 <b>Keeper™</b>&nbsp;Storage Rack&nbsp;- neatly holds all your milk pouches in your refrigerator while taking up little space.</li>
	<li>x2 <b>Squeeze™ Bottles</b>&nbsp;- holds the pouch so baby can drink directly from pouch./li&gt; </li>
	<li>x2 <b>Active Latch™ Nipples with Cases</b>&nbsp;- nipples are slow flow for newborn babies. Medium flow can be purchased separately from Mamaky.</li>
	<li>x2 <b>Nipple cleaning brushes</b></li>
 Chinese manuals will be available for download.
<hr> About Kiinde<br>
 At Kiinde, we develop innovative and revolutionary products for parents. We've combined talents of world class MIT-trained engineers and product developers with a disciplined, customer-centric design philosophy - so we’re nerds with a healthy dose of tender loving care.<br>
 All Kiinde products are designed and tested in the United States, ensuring top notch safety and quality. The results are products that simplify, liberate, enable, accelerate, and delight.","","","Visit Kiinde's website for a detailed FAQ:&nbsp;<a href=""https://www.kiinde.com/gift_set_product.php"" target="""">Kiinde Starter Kit FAQ</a>&nbsp;","Twist Pouches™, Direct-Pump™ adapters, Keeper™, Squeeze™ natural feeding bottle, and Active Latch nipples™ are made of polyethylene (LDPE and HDPE), polypropylene, and silicone. All Twist products are BPA-free, PVC-free, and pthalate-free.","","","All except the pouches are top rack dishwasher safe and steam sterilizer safe.","660.0000","1.0000","","100.0000","1200.0000","Kiinde Starter Kit","/n/i/nipple-case.jpg","/n/i/nipple-case.jpg","/n/i/nipple-case.jpg","ns2-kiinde","ns2-kiinde.html","No layout updates","Block after Info Column","","","","China","Use config","Use config","低流速奶嘴+硬式奶嘴蓋*2","女","0%","","4.7","9","","","","","","No","","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-10-23 07:56:01","","1","0","1","1","1","0.0000","1","0","0","1","1","Kiinde Starter Kit","1","simple","","","","","","","",""
"english","base","Default","simple","64,66","warmer-kiinde","0","Kiinde","","Disabled","No","Catalog, Search","Yes","None","No","","","No","<p><b>20 Twist Pouches</b><br>
 Kiinde Twist Pouches™ combine the toughness and leak-proof guarantee of a bottle with the cost-effectiveness, compact size, and convenience of a disposable breastmilk storage bag.</p>

	<li>Pouches hold up to 150mL, and have an easy-to-see labeling surface.</li>
	<li>BPA, PVC, and pthalate-free.</li><br>
<br>

<p><b>2 Direct-Pump Adapters</b><br>
 Using the included Direct-Pump™ adapters, Twist Pouches™ twist-lock onto pumps from all major brands, for leak-free, transfer-free pumping, directly into the pouch.</p>
<br>

<p><b>Kiinde Keeper™</b><br>
 After pumping, store and organize Twist Pouches using the Kiinde Keeper™ breastmilk storage bag holder, which fits in all standard fridges and freezers./p&gt; </p>

	<li>Keeper allows you to quickly and easily organize your expressed breastmilk storage bags by date. Its universal design fits Kiinde Twist Pouches™, and breastmilk storage bags from all brands and sizes.</li><br>
<br>

<p><b>Kiinde Squeeze™ natural feeding bottle</b><br>
 Neatly and cleanly holds the breastmilk pouch for baby to drink. Just snap the pouch directly into the Squeeze natural feeding bottle, squeeze the air out of the pouch, and pop the Active-Latch™ nipple on top!</p>

	<li>Twist Pouches™ can completely eliminate gas from your baby’s meal, without complicated venting mechanisms.</li><br>
<br>

<p><b>Active Latch™ nipples</b><br>
 This kit includes two Slow Flow nipples. The nipples are designed to help infants transition from breast feeding to bottle feeding.</p>

<p>All items, except for pouches, are top rack dishwasher safe and steam sterilizer safe. All items are BPA-Free, Pthalate-free, and PVC-Free.</p>","<span style=""color: #c0504d;"">Pre-Order</span>&nbsp;ends 10/14.<br>
 ** Special offer only for pre-orders: Receive a FREE 20-pk Kiinde Pouch!! **<br>
 Delivery for week of 12/9<br>
 Never before sold in Taiwan! Be the first to own a <b>Kiinde Starter Kit</b>, currently in major stores across the USA!<br>
<hr> Pump, store, organize, and feed using the same pouch! The Kiinde Twist™ system completely eliminates the need to transfer precious milk from bottles to bags and back again!&nbsp;<br>
 Note, this kit does <b>not</b> include the Kiinde Warmer (it is included in the ""<b>Gift Set</b>""). Kiinde pouches can be warmed using any method that you normally use to warm your milk, including other Brands of bottle warmers.<br>
 Starter Kit contains:&nbsp;<br>

	<li>x20 <b>Breastmilk Pouches</b>™&nbsp;- our recyclable breastmilk pouches</li>
	<li>x2 <b>Direct-Pump Adapters</b>&nbsp;- connects pouches to Breast Pump machines from ALL major Brands.</li>
	<li>x1 <b>Keeper™</b>&nbsp;Storage Rack&nbsp;- neatly holds all your milk pouches in your refrigerator while taking up little space.</li>
	<li>x2 <b>Squeeze™ Bottles</b>&nbsp;- holds the pouch so baby can drink directly from pouch./li&gt; </li>
	<li>x2 <b>Active Latch™ Nipples with Cases</b>&nbsp;- nipples are slow flow for newborn babies. Medium flow can be purchased separately from Mamaky.</li>
	<li>x2 <b>Nipple cleaning brushes</b></li>
 Chinese manuals will be available for download.
<hr> About Kiinde<br>
 At Kiinde, we develop innovative and revolutionary products for parents. We've combined talents of world class MIT-trained engineers and product developers with a disciplined, customer-centric design philosophy - so we’re nerds with a healthy dose of tender loving care.<br>
 All Kiinde products are designed and tested in the United States, ensuring top notch safety and quality. The results are products that simplify, liberate, enable, accelerate, and delight.","","","Visit Kiinde's website for a detailed FAQ:&nbsp;<a href=""https://www.kiinde.com/gift_set_product.php"" target="""">Kiinde Starter Kit FAQ</a>&nbsp;","Twist Pouches™, Direct-Pump™ adapters, Keeper™, Squeeze™ natural feeding bottle, and Active Latch nipples™ are made of polyethylene (LDPE and HDPE), polypropylene, and silicone. All Twist products are BPA-free, PVC-free, and pthalate-free.","","","All except the pouches are top rack dishwasher safe and steam sterilizer safe.","660.0000","1.0000","","100.0000","1200.0000","Kiinde Starter Kit","/k/o/kozii.jpg","/k/o/kozii.jpg","/k/o/kozii.jpg","warmer-kiinde","warmer-kiinde.html","No layout updates","Block after Info Column","","","","China","Use config","Use config","","女","0%","","4.7","9","","","","","","No","","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2013-10-29 21:47:10","","1","0","1","1","1","0.0000","1","0","0","1","1","Kiinde Starter Kit","1","simple","","","","","","","",""
"english","base","Default","simple","64,66","holder-kiinde","0","Kiinde","","Disabled","No","Catalog, Search","Yes","None","No","","","No","<p><b>20 Twist Pouches</b><br>
 Kiinde Twist Pouches™ combine the toughness and leak-proof guarantee of a bottle with the cost-effectiveness, compact size, and convenience of a disposable breastmilk storage bag.</p>

	<li>Pouches hold up to 150mL, and have an easy-to-see labeling surface.</li>
	<li>BPA, PVC, and pthalate-free.</li><br>
<br>

<p><b>2 Direct-Pump Adapters</b><br>
 Using the included Direct-Pump™ adapters, Twist Pouches™ twist-lock onto pumps from all major brands, for leak-free, transfer-free pumping, directly into the pouch.</p>
<br>

<p><b>Kiinde Keeper™</b><br>
 After pumping, store and organize Twist Pouches using the Kiinde Keeper™ breastmilk storage bag holder, which fits in all standard fridges and freezers./p&gt; </p>

	<li>Keeper allows you to quickly and easily organize your expressed breastmilk storage bags by date. Its universal design fits Kiinde Twist Pouches™, and breastmilk storage bags from all brands and sizes.</li><br>
<br>

<p><b>Kiinde Squeeze™ natural feeding bottle</b><br>
 Neatly and cleanly holds the breastmilk pouch for baby to drink. Just snap the pouch directly into the Squeeze natural feeding bottle, squeeze the air out of the pouch, and pop the Active-Latch™ nipple on top!</p>

	<li>Twist Pouches™ can completely eliminate gas from your baby’s meal, without complicated venting mechanisms.</li><br>
<br>

<p><b>Active Latch™ nipples</b><br>
 This kit includes two Slow Flow nipples. The nipples are designed to help infants transition from breast feeding to bottle feeding.</p>

<p>All items, except for pouches, are top rack dishwasher safe and steam sterilizer safe. All items are BPA-Free, Pthalate-free, and PVC-Free.</p>","<span style=""color: #c0504d;"">Pre-Order</span>&nbsp;ends 10/14.<br>
 ** Special offer only for pre-orders: Receive a FREE 20-pk Kiinde Pouch!! **<br>
 Delivery for week of 12/9<br>
 Never before sold in Taiwan! Be the first to own a <b>Kiinde Starter Kit</b>, currently in major stores across the USA!<br>
<hr> Pump, store, organize, and feed using the same pouch! The Kiinde Twist™ system completely eliminates the need to transfer precious milk from bottles to bags and back again!&nbsp;<br>
 Note, this kit does <b>not</b> include the Kiinde Warmer (it is included in the ""<b>Gift Set</b>""). Kiinde pouches can be warmed using any method that you normally use to warm your milk, including other Brands of bottle warmers.<br>
 Starter Kit contains:&nbsp;<br>

	<li>x20 <b>Breastmilk Pouches</b>™&nbsp;- our recyclable breastmilk pouches</li>
	<li>x2 <b>Direct-Pump Adapters</b>&nbsp;- connects pouches to Breast Pump machines from ALL major Brands.</li>
	<li>x1 <b>Keeper™</b>&nbsp;Storage Rack&nbsp;- neatly holds all your milk pouches in your refrigerator while taking up little space.</li>
